,mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,TargetScan,miRDB,refseqid_1,genesymbol_1,start_1,end_1,bindingp_1,energy_1,seed_1,accessibility_1,au_1,phylopstem_1,phylopflank_1,me_1,number_of_pairings_1,binding_region_length_1,longest_consecutive_pairings_1,position_1,TargetScan_1,miRDB_1,refseqid_2,genesymbol_2,start_2,end_2,bindingp_2,energy_2,seed_2,accessibility_2,au_2,phylopstem_2,phylopflank_2,me_2,number_of_pairings_2,binding_region_length_2,longest_consecutive_pairings_2,position_2,TargetScan_2,miRDB_2,refseqid_3,genesymbol_3,start_3,end_3,bindingp_3,energy_3,seed_3,accessibility_3,au_3,phylopstem_3,phylopflank_3,me_3,number_of_pairings_3,binding_region_length_3,longest_consecutive_pairings_3,position_3,TargetScan_3,miRDB_3,refseqid_4,genesymbol_4,start_4,end_4,bindingp_4,energy_4,seed_4,accessibility_4,au_4,phylopstem_4,phylopflank_4,me_4,number_of_pairings_4,binding_region_length_4,longest_consecutive_pairings_4,position_4,TargetScan_4,miRDB_4,refseqid_5,genesymbol_5,start_5,end_5,bindingp_5,energy_5,seed_5,accessibility_5,au_5,phylopstem_5,phylopflank_5,me_5,number_of_pairings_5,binding_region_length_5,longest_consecutive_pairings_5,position_5,TargetScan_5,miRDB_5
569,hsa-miR-5586-3p,NM_006749,SLC20A2,2726,2741,1.0,-18.3,1,0.007950367,0.368,0.0,0.0,-11.994750798020606,14,15,14,3UTR,0,0,NM_020702,MYORG,22,38,1.0,-19.5,1,8.972584e-05,0.284,0.0,0.0,-6.46951965307922,14,16,13,5UTR,0,0,NM_004736,XPR1,765,782,0.9615384615379999,-19.6,1,0.02253804,0.632,0.0,0.0,-10.752244329692424,14,17,9,CDS,0,0,NM_002608,PDGFB,3518,3578,0.923076923077,-21.2,1,0.001078965,0.382,0.0,0.0,-4.170623526505279,15,30,8,3UTR,0,0,NM_002609,PDGFRB,3599,3617,0.923076923077,-19.9,1,0.08075735,0.41200000000000003,0.0,0.0,-11.582127776915428,15,18,9,CDS,0,0,NM_001270408,JAM2,897,925,0.923076923077,-16.3,1,0.0002056214,0.515,0.0,0.0,-14.466127870277449,9,11,9,CDS,0,0
570,hsa-miR-5587-5p,NM_006749,SLC20A2,2429,2472,0.923076923077,-24.8,1,3.04014e-06,0.324,0.0,0.0,-5.413129994833456,16,19,9,CDS,0,0,NM_020702,MYORG,3302,3320,0.923076923077,-23.9,1,1.9063030000000002e-06,0.397,0.0,0.0,-4.95700071937229,15,18,7,3UTR,0,0,NM_004736,XPR1,3302,3321,0.846153846154,-21.8,1,0.01319408,0.5589999999999999,0.0,0.0,-8.303804028968646,15,19,6,3UTR,0,0,NM_002608,PDGFB,1444,1459,0.846153846154,-20.0,1,1.379961e-05,0.33799999999999997,0.0,0.0,-6.09222096393106,13,15,7,CDS,0,0,NM_002609,PDGFRB,399,419,0.830769230769,-22.1,1,1.109231e-05,0.397,0.0,0.0,-3.9375744462016646,16,20,9,5UTR,0,0,NM_021219,JAM2,3244,3261,0.846153846154,-21.2,1,3.3737629999999994e-07,0.485,0.0,0.0,-4.95700071937229,14,17,10,3UTR,0,0
571,hsa-miR-5587-3p,NM_006749,SLC20A2,5,23,0.846153846154,-23.5,1,6.481882e-10,0.365,0.0,0.0,-5.413129994833456,14,18,7,5UTR,0,0,NM_020702,MYORG,3297,3314,1.0,-26.5,1,9.818526e-07,0.41200000000000003,0.0,0.0,-4.170623526505279,15,17,10,3UTR,0,0,NM_004736,XPR1,2100,2148,1.0,-24.1,1,3.114813e-05,0.5,0.0,0.0,-6.283094717113672,19,48,8,CDS,0,0,NM_002608,PDGFB,528,546,1.0,-25.2,1,6.111495e-05,0.33799999999999997,0.0,0.0,-8.141217673318426,14,18,9,5UTR,0,0,NM_002609,PDGFRB,567,588,0.923076923077,-30.1,1,0.0001008449,0.382,0.0,0.0,-6.236470572775607,18,21,8,CDS,0,0,NM_021219,JAM2,361,380,1.0,-22.7,1,3.147185e-05,0.324,0.0,0.0,-8.349850217151552,13,19,7,5UTR,0,0
572,hsa-miR-1295b-3p,NM_006749,SLC20A2,3452,3499,0.923076923077,-27.8,1,0.001538603,0.441,0.0,0.0,-6.514540193678738,16,31,9,3UTR,0,0,NM_020702,MYORG,3303,3322,0.846153846154,-27.2,1,3.1458190000000003e-06,0.41200000000000003,0.0,0.0,-9.592934641634887,17,19,9,3UTR,0,0,NM_004736,XPR1,2066,2089,1.0,-23.4,1,0.0001221579,0.426,0.0,0.0,-9.546562468637928,16,23,9,CDS,0,0,NM_002608,PDGFB,843,860,0.807692307692,-25.3,1,8.881017e-05,0.265,0.0,0.0,-13.742507636931208,14,17,8,5UTR,0,0,NM_002609,PDGFRB,824,849,1.0,-23.7,1,0.0001718127,0.47100000000000003,0.0,0.0,-8.415498954871786,18,25,8,CDS,0,0,NM_021219,JAM2,1281,1308,1.0,-21.5,1,0.0002314912,0.529,0.0,0.0,-6.514540193678738,17,27,11,CDS,0,0
573,hsa-miR-5588-5p,NM_006749,SLC20A2,945,964,0.846153846154,-20.7,1,5.8743700000000005e-06,0.456,0.0,0.0,-7.91236201216959,16,19,10,CDS,0,0,NM_020702,MYORG,158,177,0.923076923077,-21.5,1,0.0018688370000000001,0.382,0.0,0.0,-4.026373917660732,16,19,13,5UTR,0,0,NM_004736,XPR1,1856,1880,0.923076923077,-19.4,1,0.02688578,0.574,0.0,0.0,-5.190049799675903,18,24,12,CDS,0,0,NM_002608,PDGFB,751,769,0.846153846154,-19.3,1,3.1712690000000005e-05,0.353,0.0,0.0,-11.405030038146412,15,18,12,5UTR,0,0,NM_002609,PDGFRB,4328,4359,1.0,-23.3,1,0.01435764,0.397,0.0,0.0,-10.10915223120837,14,18,10,3UTR,0,0,NM_021219,JAM2,1851,1877,1.0,-22.7,1,0.0036945690000000004,0.574,0.0,0.0,-7.1633494247835126,15,19,9,3UTR,0,0
574,hsa-miR-5589-5p,NM_006749,SLC20A2,1256,1280,0.923076923077,-27.9,1,0.0008306521000000001,0.441,0.0,0.0,-3.9375744462016646,17,24,12,CDS,0,0,NM_020702,MYORG,768,791,1.0,-30.0,1,0.0004045667,0.33799999999999997,0.0,0.0,-6.251209375382294,17,21,15,CDS,0,0,NM_004736,XPR1,2064,2089,0.8769230769230001,-23.7,1,0.0001221579,0.426,0.0,0.0,-5.180080914529842,20,25,16,CDS,0,0,NM_002608,PDGFB,1644,1696,0.846153846154,-29.5,1,0.007434046999999999,0.33799999999999997,0.0,0.0,-9.600298155885453,19,52,8,CDS,0,0,NM_002609,PDGFRB,4464,4486,0.846153846154,-29.0,1,0.00024245659999999999,0.382,0.0,0.0,-4.794414363722071,17,22,7,3UTR,0,1,NM_021219,JAM2,437,478,0.923076923077,-28.7,1,1.6814439999999998e-06,0.265,0.0,0.0,-6.484258455685907,16,20,7,5UTR,0,0
575,hsa-miR-5591-5p,NM_006749,SLC20A2,3416,3446,0.820512820513,-22.3,1,1.274205e-05,0.294,0.0,0.0,-7.326051444716492,18,24,9,3UTR,0,0,NM_020702,MYORG,5982,6002,1.0,-24.8,1,0.0007965234,0.5589999999999999,0.0,0.0,-6.818994536638949,15,20,12,3UTR,0,1,NM_004736,XPR1,146,167,0.846153846154,-20.8,1,0.001331793,0.324,0.0,0.0,-7.307599033628057,17,21,13,5UTR,0,0,NM_002608,PDGFB,534,557,0.923076923077,-22.3,1,0.0007925142999999999,0.485,0.0,0.0,-10.171956909593268,16,23,6,5UTR,0,0,NM_002609,PDGFRB,3229,3253,0.923076923077,-22.1,1,0.00037007550000000005,0.41200000000000003,0.0,0.0,-10.355507747588078,17,24,6,CDS,0,0,NM_021219,JAM2,1056,1092,1.0,-26.1,1,0.01126836,0.529,0.0,0.0,-9.430348285984673,15,19,11,CDS,0,0
576,hsa-miR-5682,NM_006749,SLC20A2,77,103,0.923076923077,-22.2,1,0.0002874345,0.41200000000000003,0.0,0.0,-6.644936863088155,18,26,10,5UTR,0,0,NM_020702,MYORG,1153,1171,1.0,-22.2,1,0.001706593,0.353,0.0,0.0,-5.459754139171522,14,18,11,CDS,0,0,NM_004736,XPR1,2839,2861,0.923076923077,-19.1,1,0.01230648,0.647,0.0,0.0,-8.663307682805062,19,22,10,3UTR,0,0,NM_002608,PDGFB,525,548,1.0,-23.7,1,2.141842e-05,0.368,0.0,0.0,-6.576805876848629,17,23,8,5UTR,0,0,NM_002609,PDGFRB,3317,3339,0.923076923077,-24.0,1,1.5328989999999998e-05,0.426,0.0,0.0,-7.525601185441849,17,22,8,CDS,0,0,NM_021219,JAM2,2253,2276,0.923076923077,-25.1,1,4.200737e-06,0.588,0.0,0.0,-7.058396192619921,18,23,8,3UTR,0,0
577,hsa-miR-5698,NM_006749,SLC20A2,3730,3754,0.923076923077,-27.5,1,6.081281999999999e-05,0.456,0.0,0.0,-7.692266089955411,17,24,6,3UTR,0,0,NM_020702,MYORG,3496,3526,1.0,-27.7,1,0.003049718,0.485,0.0,0.0,-3.793324837357118,20,30,8,3UTR,0,0,NM_004736,XPR1,1511,1560,0.923076923077,-24.7,1,0.01901732,0.426,0.0,0.0,-6.639994924329809,19,49,9,CDS,0,0,NM_002608,PDGFB,3297,3331,1.0,-29.4,1,0.788212,0.41200000000000003,0.0,0.0,-4.026373917660732,18,23,8,3UTR,0,0,NM_002609,PDGFRB,1278,1308,0.846153846154,-28.3,1,0.01395938,0.441,0.0,0.0,-6.33810089859339,19,25,9,CDS,0,0,NM_021219,JAM2,198,232,0.846153846154,-26.7,1,0.0003459504,0.235,0.0,0.0,-5.082763575906494,18,22,7,5UTR,0,0
578,hsa-miR-5705,NM_006749,SLC20A2,7,29,0.923076923077,-32.1,1,1.2888749999999998e-06,0.379,0.0,0.0,-7.128850590724835,19,22,13,5UTR,0,0,NM_020702,MYORG,2789,2810,0.923076923077,-28.9,1,0.0002540693,0.47100000000000003,0.0,0.0,-10.693019942457818,18,21,8,3UTR,0,0,NM_004736,XPR1,5937,5953,0.923076923077,-22.8,0,6.372001e-06,0.5589999999999999,0.0,0.0,-18.447978495080733,13,16,7,3UTR,0,0,NM_033016,PDGFB,547,569,0.846153846154,-25.4,1,0.00033482269999999994,0.324,0.0,0.0,-7.8606057810956464,19,22,12,CDS,0,0,NM_002609,PDGFRB,4579,4597,0.923076923077,-27.1,1,3.328107e-06,0.47100000000000003,0.0,0.0,-14.522439560970808,14,18,8,3UTR,0,0,NM_021219,JAM2,3033,3061,0.923076923077,-25.1,1,2.6616979999999998e-05,0.529,0.0,0.0,-4.170623526505279,22,28,14,3UTR,0,0
579,hsa-miR-5739,NM_006749,SLC20A2,3739,3765,0.846153846154,-24.4,1,0.0001311017,0.5,0.0,0.0,-11.128578504378996,13,18,5,3UTR,0,0,NM_020702,MYORG,5994,6017,1.0,-25.9,1,0.11698910000000001,0.529,0.0,0.0,-4.794414363722071,19,23,14,3UTR,0,0,NM_004736,XPR1,197,219,0.846153846154,-24.4,1,2.1894179999999996e-05,0.41200000000000003,0.0,0.0,-11.398590969757748,16,22,8,CDS,0,0,NM_002608,PDGFB,1109,1132,0.923076923077,-26.5,1,0.02011804,0.353,0.0,0.0,-8.573508368464264,18,23,7,CDS,0,0,NM_002609,PDGFRB,3886,3923,1.0,-22.2,1,0.000222065,0.41200000000000003,0.0,0.0,-5.226705058867908,19,28,9,3UTR,0,0,NM_021219,JAM2,412,442,0.923076923077,-25.5,1,0.1524691,0.33799999999999997,0.0,0.0,-12.454672502120376,15,22,8,5UTR,0,0
580,hsa-miR-5787,NM_006749,SLC20A2,142,169,0.923076923077,-30.4,1,0.02053916,0.382,0.0,0.0,-5.838533207394711,18,27,7,5UTR,0,0,NM_020702,MYORG,977,998,0.923076923077,-32.9,1,3.6688780000000004e-06,0.265,0.0,0.0,-6.449759621627232,16,21,7,CDS,0,1,NM_004736,XPR1,208,232,1.0,-30.6,1,0.001369838,0.441,0.0,0.0,-6.969596721160856,19,24,12,CDS,0,0,NM_033016,PDGFB,307,335,1.0,-32.0,1,0.01463474,0.368,0.0,0.0,-5.226705058867908,19,28,8,CDS,0,1,NM_002609,PDGFRB,4352,4377,0.923076923077,-35.6,1,4.787914000000001e-05,0.368,0.0,0.0,-3.9375744462016646,20,25,9,3UTR,0,0,NM_021219,JAM2,97,116,0.923076923077,-35.7,1,0.0001703614,0.17600000000000002,0.0,0.0,-6.4692115271960855,18,19,18,5UTR,0,0
581,hsa-miR-6071,NM_006749,SLC20A2,936,964,0.846153846154,-21.3,1,5.8743700000000005e-06,0.456,0.0,0.0,-5.190049799675903,16,28,8,CDS,0,0,NM_020702,MYORG,1910,1932,0.846153846154,-24.4,1,0.0004972231,0.33799999999999997,0.0,0.0,-7.357527171764015,15,22,6,CDS,0,0,NM_004736,XPR1,31,74,0.846153846154,-26.9,1,1.9185860000000002e-08,0.221,0.0,0.0,-7.49779848186265,16,19,13,5UTR,0,0,NM_033016,PDGFB,2625,2644,0.820512820513,-21.7,1,5.376095999999999e-05,0.441,0.0,0.0,-6.857959480565336,16,19,7,3UTR,0,0,NM_002609,PDGFRB,3749,3776,0.846153846154,-26.9,1,2.109373e-06,0.309,0.0,0.0,-10.333462245229283,16,21,7,CDS,0,1,NM_021219,JAM2,160,192,0.923076923077,-21.8,1,1.261133e-06,0.27899999999999997,0.0,0.0,-7.2197080159365425,15,22,7,5UTR,0,0
582,hsa-miR-6075,NM_006749,SLC20A2,1264,1300,0.846153846154,-29.7,1,1.670641e-06,0.397,0.0,0.0,-4.95700071937229,19,36,10,CDS,0,0,NM_020702,MYORG,888,914,1.0,-28.2,1,2.429817e-05,0.41200000000000003,0.0,0.0,-6.618099312767468,18,26,9,CDS,0,0,NM_004736,XPR1,5345,5376,1.0,-27.9,1,2.6303159999999996e-05,0.5,0.0,0.0,-6.747589273982352,16,23,8,3UTR,0,0,NM_002608,PDGFB,2160,2176,1.0,-26.5,1,0.00010463479999999999,0.324,0.0,0.0,-10.129142587043301,14,16,9,3UTR,0,0,NM_002609,PDGFRB,3432,3454,0.923076923077,-24.1,1,1.4884409999999999e-06,0.324,0.0,0.0,-5.692450279622924,16,22,9,CDS,0,0,NM_021219,JAM2,482,502,0.923076923077,-26.4,1,6.705135e-07,0.221,0.0,0.0,-7.503684728856532,16,20,10,5UTR,0,0
583,hsa-miR-6076,NM_006749,SLC20A2,3492,3511,1.0,-20.8,1,0.01142649,0.47100000000000003,0.0,0.0,-6.593370779991745,17,19,16,3UTR,0,0,NM_020702,MYORG,4107,4140,0.923076923077,-22.9,1,0.003495067,0.397,0.0,0.0,-5.762913004276318,18,33,11,3UTR,0,0,NM_004736,XPR1,7595,7610,1.0,-21.1,1,0.03395783,0.5589999999999999,0.0,0.0,-12.845343048321824,14,15,14,3UTR,0,0,NM_002608,PDGFB,524,547,0.846153846154,-25.8,1,6.405853e-05,0.353,0.0,0.0,-10.206994217676383,17,23,12,5UTR,0,0,NM_002609,PDGFRB,1683,1729,0.846153846154,-25.2,1,0.0002955102,0.441,0.0,0.0,-3.9375744462016646,20,46,7,CDS,0,0,NM_021219,JAM2,560,582,0.846153846154,-25.5,1,0.0005107732,0.294,0.0,0.0,-9.600298155885453,19,22,8,CDS,0,0
584,hsa-miR-6077,NM_006749,SLC20A2,2706,2726,0.846153846154,-27.9,1,0.0001398818,0.382,0.0,0.0,-6.969596721160856,17,20,9,3UTR,0,0,NM_020702,MYORG,1901,1943,0.846153846154,-27.9,1,0.02064019,0.33799999999999997,0.0,0.0,-4.794414363722071,17,23,9,CDS,0,1,NM_004736,XPR1,7709,7732,0.923076923077,-20.6,1,0.03989495,0.5,0.0,0.0,-7.580607366921568,17,23,6,3UTR,0,0,NM_002608,PDGFB,1071,1119,1.0,-24.0,1,0.0007462132000000001,0.368,0.0,0.0,-6.4692115271960855,18,48,9,5UTR,0,0,NM_002609,PDGFRB,4414,4462,0.923076923077,-25.3,1,0.001074365,0.353,0.0,0.0,-5.481260981072984,20,48,8,3UTR,0,0,NM_021219,JAM2,3248,3281,0.846153846154,-24.6,1,0.0004650428,0.485,0.0,0.0,-8.258727333827098,19,33,8,3UTR,0,0
585,hsa-miR-6078,NM_006749,SLC20A2,1946,1988,0.846153846154,-25.0,1,0.0004708558,0.33799999999999997,0.0,0.0,-9.08402652291986,15,19,9,CDS,0,0,NM_020702,MYORG,4981,5016,1.0,-23.2,1,0.000230394,0.441,0.0,0.0,-4.95700071937229,17,35,9,3UTR,0,0,NM_004736,XPR1,421,442,0.846153846154,-22.5,1,9.172396e-05,0.529,0.0,0.0,-8.573508368464264,17,21,7,CDS,0,0,NM_002608,PDGFB,2460,2489,0.846153846154,-24.2,1,1.2358189999999999e-05,0.397,0.0,0.0,-4.170623526505279,18,29,9,3UTR,0,0,NM_002609,PDGFRB,3946,3966,1.0,-26.1,1,0.0002138932,0.368,0.0,0.0,-5.728163000811724,17,20,12,3UTR,0,0,NM_021219,JAM2,2958,2977,1.0,-22.8,1,6.006411e-05,0.515,0.0,0.0,-6.9866589356329305,17,19,15,3UTR,0,0
586,hsa-miR-6079,NM_006749,SLC20A2,960,992,0.923076923077,-23.4,1,3.580512e-05,0.485,0.0,0.0,-4.794414363722071,22,32,10,CDS,0,0,NM_020702,MYORG,3342,3363,0.846153846154,-23.0,1,0.001306762,0.515,0.0,0.0,-6.46951965307922,18,21,10,3UTR,0,0,NM_004736,XPR1,7668,7683,1.0,-20.4,1,0.005321216,0.588,0.0,0.0,-6.17234444784738,12,15,11,3UTR,0,0,NM_002608,PDGFB,3712,3736,0.923076923077,-20.0,1,0.01180374,0.456,0.0,0.0,-12.219503123705987,18,24,8,3UTR,0,0,NM_002609,PDGFRB,5511,5527,0.923076923077,-21.8,0,0.00018207439999999998,0.441,0.0,0.0,-17.110244939514768,15,16,15,3UTR,0,0,NM_021219,JAM2,3246,3264,0.846153846154,-18.3,1,9.393744e-08,0.5,0.0,0.0,-8.014824275086253,16,18,12,3UTR,0,0
587,hsa-miR-6085,NM_006749,SLC20A2,215,248,0.846153846154,-25.2,1,0.004711051,0.25,0.0,0.0,-5.190049799675903,13,17,6,5UTR,0,0,NM_020702,MYORG,3426,3451,0.846153846154,-26.1,1,0.1820528,0.441,0.0,0.0,-7.503684728856532,12,15,7,3UTR,0,0,NM_004736,XPR1,5922,5954,1.0,-26.9,1,4.315625e-06,0.5589999999999999,0.0,0.0,-6.674744927794403,13,17,11,3UTR,0,0,NM_002608,PDGFB,1951,1969,1.0,-31.9,1,0.02539944,0.33799999999999997,0.0,0.0,-5.337011372228437,16,18,11,3UTR,0,0,NM_002609,PDGFRB,3587,3601,1.0,-29.9,1,1.450434e-05,0.382,0.0,0.0,-6.514540193678738,13,14,13,CDS,0,0,NM_021219,JAM2,278,293,1.0,-28.5,1,0.09860921,0.368,0.0,0.0,-4.650164754877523,14,15,14,5UTR,0,0
588,hsa-miR-6088,NM_006749,SLC20A2,1322,1341,1.0,-24.1,1,0.0515798,0.47100000000000003,0.0,0.0,-10.370246550194768,18,19,18,CDS,0,0,NM_020702,MYORG,132,155,0.923076923077,-25.2,1,0.0001188633,0.426,0.0,0.0,-8.152168136575343,17,23,7,5UTR,1,0,NM_004736,XPR1,2085,2115,1.0,-24.1,1,0.0003218074,0.47100000000000003,0.0,0.0,-10.355507747588078,16,30,9,CDS,0,0,NM_033016,PDGFB,1273,1312,0.846153846154,-22.2,1,0.00012571200000000002,0.485,0.0,0.0,-5.694283598550164,18,39,9,3UTR,0,0,NM_002609,PDGFRB,3312,3344,0.923076923077,-25.9,1,0.002434644,0.441,0.0,0.0,-9.551605062602114,15,32,8,CDS,0,0,NM_021219,JAM2,3193,3233,1.0,-24.7,1,0.006215029,0.456,0.0,0.0,-6.251209375382294,19,40,9,3UTR,0,0
589,hsa-miR-6124,NM_006749,SLC20A2,2108,2127,0.846153846154,-22.8,1,0.004209318,0.41200000000000003,0.0,0.0,-10.117194903335584,16,19,6,CDS,0,0,NM_020702,MYORG,3861,3892,0.846153846154,-26.5,1,0.11621189999999999,0.426,0.0,0.0,-5.481260981072984,18,31,6,3UTR,0,0,NM_004736,XPR1,8111,8148,0.815384615385,-26.9,1,0.4181652,0.5,0.0,0.0,-8.056611621014138,19,23,8,3UTR,0,1,NM_002608,PDGFB,3322,3343,0.923076923077,-26.0,1,0.39978400000000003,0.47100000000000003,0.0,0.0,-11.501256917078507,16,21,12,3UTR,0,0,NM_002609,PDGFRB,246,282,0.910256410256,-28.1,1,0.4825294,0.368,0.0,0.0,-9.957570382207184,15,22,10,5UTR,0,0,NM_021219,JAM2,2832,2856,1.0,-26.3,1,0.5155392,0.368,0.0,0.0,-17.672834702085208,14,19,10,3UTR,0,0
590,hsa-miR-6127,NM_006749,SLC20A2,1319,1344,0.923076923077,-20.0,1,0.30128720000000003,0.47100000000000003,0.0,0.0,-3.793324837357118,18,20,18,CDS,0,0,NM_020702,MYORG,3436,3457,0.9487179487180001,-26.6,1,0.005902905999999999,0.426,0.0,0.0,-6.770391593739227,17,21,11,3UTR,0,0,NM_004736,XPR1,7992,8030,1.0,-26.6,1,0.1469883,0.544,0.0,0.0,-6.9956850257895296,15,20,7,3UTR,0,1,NM_002608,PDGFB,2548,2566,0.923076923077,-29.9,1,0.3705093,0.397,0.0,0.0,-5.082763575906494,16,18,13,3UTR,0,0,NM_002609,PDGFRB,1497,1516,0.923076923077,-25.2,1,0.0003407536,0.382,0.0,0.0,-5.190049799675903,15,19,9,CDS,0,0,NM_021219,JAM2,98,118,0.923076923077,-29.7,1,0.0001065845,0.17600000000000002,0.0,0.0,-6.514540193678738,16,20,10,5UTR,0,0
591,hsa-miR-378j,NM_006749,SLC20A2,1116,1134,0.923076923077,-21.3,1,0.007098185,0.603,0.0,0.0,-6.106959766537749,16,18,10,CDS,0,0,NM_020702,MYORG,3841,3860,0.923076923077,-20.5,1,0.00014077110000000002,0.5,0.0,0.0,-12.010110992401414,15,19,6,3UTR,0,0,NM_004736,XPR1,1552,1580,0.846153846154,-20.3,1,0.002542312,0.47100000000000003,0.0,0.0,-6.251209375382294,16,22,9,CDS,0,0,NM_002608,PDGFB,3188,3209,0.846153846154,-22.0,1,3.647337e-06,0.426,0.0,0.0,-7.794895910253615,17,21,6,3UTR,0,0,NM_002609,PDGFRB,4369,4385,1.0,-18.4,1,1.451986e-06,0.426,0.0,0.0,-9.185336516991068,15,16,15,3UTR,0,0,NM_021219,JAM2,1634,1654,1.0,-20.5,1,0.0004299525,0.691,0.0,0.0,-7.1633494247835126,15,20,9,3UTR,0,0
592,hsa-miR-6129,NM_006749,SLC20A2,38,55,1.0,-22.6,1,0.009965553,0.382,0.0,0.0,-9.861343503275094,15,17,8,5UTR,0,0,NM_020702,MYORG,3649,3669,0.923076923077,-21.2,1,0.004813957,0.47100000000000003,0.0,0.0,-4.849714495602881,16,20,9,3UTR,0,0,NM_004736,XPR1,8004,8030,1.0,-23.7,1,0.1469883,0.544,0.0,0.0,-6.3252700442346725,12,16,7,3UTR,0,1,NM_002608,PDGFB,3293,3309,1.0,-20.7,1,0.05169621,0.33799999999999997,0.0,0.0,-5.706554413123287,13,16,7,3UTR,0,0,NM_002609,PDGFRB,766,786,0.884615384615,-22.2,1,0.0002967345,0.441,0.0,0.0,-6.514540193678738,14,20,8,CDS,0,0,NM_021219,JAM2,104,118,0.923076923077,-19.9,1,0.0001065845,0.17600000000000002,0.0,0.0,-7.371380111199144,12,14,10,5UTR,0,0
593,hsa-miR-6132,NM_006749,SLC20A2,1267,1285,1.0,-23.1,1,0.0035189659999999997,0.426,0.0,0.0,-5.226705058867908,16,18,12,CDS,0,1,NM_020702,MYORG,1978,1999,1.0,-24.6,1,5.331278999999999e-06,0.324,0.0,0.0,-8.196517805199235,15,21,9,CDS,0,1,NM_004736,XPR1,7721,7744,1.0,-24.3,1,0.0002232268,0.441,0.0,0.0,-4.528774397607752,17,23,7,3UTR,0,0,NM_002608,PDGFB,802,820,0.807692307692,-25.7,1,1.4122579999999998e-05,0.25,0.0,0.0,-9.932877811705168,14,18,8,5UTR,0,0,NM_002609,PDGFRB,113,130,0.846153846154,-29.7,1,2.805345e-08,0.294,0.0,0.0,-5.762913004276318,15,17,13,5UTR,0,0,NM_021219,JAM2,467,484,0.923076923077,-24.1,1,0.0001123892,0.265,0.0,0.0,-5.6186633954317715,14,17,10,5UTR,0,0
594,hsa-miR-6133,NM_006749,SLC20A2,218,236,0.846153846154,-24.4,1,0.15300379999999997,0.221,0.0,0.0,-7.650646301409067,15,18,10,5UTR,0,0,NM_020702,MYORG,3187,3227,1.0,-30.1,1,7.156205e-05,0.441,0.0,0.0,-6.514540193678738,14,17,13,3UTR,0,0,NM_004736,XPR1,5943,5965,1.0,-21.7,1,0.0001377842,0.529,0.0,0.0,-6.343756796545015,15,22,9,3UTR,0,1,NM_002608,PDGFB,254,272,0.923076923077,-26.8,1,0.009354249,0.515,0.0,0.0,-8.527100746087726,14,18,5,5UTR,0,0,NM_002609,PDGFRB,266,284,0.923076923077,-27.8,1,0.2018426,0.368,0.0,0.0,-5.939295367543767,14,18,6,5UTR,0,0,NM_021219,JAM2,556,575,0.974358974359,-23.9,1,7.838744e-06,0.294,0.0,0.0,-6.207704229183973,15,19,10,CDS,0,0
595,hsa-miR-6134,NM_006749,SLC20A2,2124,2144,0.835164835165,-21.7,1,1.2717060000000001e-05,0.41200000000000003,0.0,0.0,-4.95700071937229,16,20,7,CDS,0,0,NM_020702,MYORG,4537,4553,0.923076923077,-20.6,1,0.0029076429999999997,0.5589999999999999,0.0,0.0,-6.857959480565336,15,16,15,3UTR,0,1,NM_004736,XPR1,3390,3410,0.923076923077,-19.7,1,0.00282284,0.647,0.0,0.0,-5.9155304747804776,17,20,9,3UTR,0,0,NM_002608,PDGFB,2542,2558,1.0,-24.6,1,0.09768833,0.397,0.0,0.0,-7.371380111199144,14,16,10,3UTR,0,0,NM_002609,PDGFRB,1029,1049,0.923076923077,-19.1,1,0.05694286,0.5,0.0,0.0,-7.7570466620069185,14,20,8,CDS,0,0,NM_021219,JAM2,2826,2843,1.0,-23.3,1,0.06961125,0.41200000000000003,0.0,0.0,-6.1388451082691216,15,17,10,3UTR,0,0
596,hsa-miR-6165,NM_006749,SLC20A2,2097,2118,1.0,-25.3,1,0.0002847832,0.426,0.0,0.0,-3.793324837357118,16,21,13,CDS,0,0,NM_020702,MYORG,3274,3299,1.0,-25.3,1,0.02254741,0.41200000000000003,0.0,0.0,-7.503684728856532,13,17,7,3UTR,0,0,NM_004736,XPR1,8017,8045,1.0,-24.3,1,0.0007521311,0.544,0.0,0.0,-6.762348921612015,16,28,6,3UTR,0,0,NM_002608,PDGFB,2538,2554,1.0,-30.0,1,0.08139398,0.382,0.0,0.0,-8.303804028968646,15,16,15,3UTR,0,0,NM_002609,PDGFRB,114,131,0.807692307692,-29.9,1,5.952324e-08,0.294,0.0,0.0,-7.493715843710474,15,17,8,5UTR,0,0,NM_021219,JAM2,468,484,0.846153846154,-28.9,1,0.0001123892,0.265,0.0,0.0,-9.592934641634887,13,16,9,5UTR,0,0
